RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
	Cylindropuntia munzii	psbA-trnH	807	1139	QMEX				LN871131		Cylindropuntia munzii	R.T. Barcenas 1899							
	Cylindropuntia munzii	trnK/matK	1140	3594	QMEX			FN997525			Cylindropuntia munzii	R.T. Barcenas 1899							
	Cylindropuntia parryi	atpB-rbcL	1	806	MEXU				LN871085		Cylindropuntia parryi	R. Moran 19190							
	Cylindropuntia parryi	psbA-trnH	807	1139	MEXU				LN871132		Cylindropuntia parryi	R. Moran 19190							
	Cylindropuntia parryi	trnK/matK	1140	3594	MEXU			FN997377			Cylindropuntia parryi	R. Moran 19190							
	Cylindropuntia prolifera	atpB-rbcL	1	806	QMEX				LN871086		Cylindropuntia prolifera	R.T. Barcenas 1918							
	Cylindropuntia prolifera	psbA-trnH	807	1139	QMEX				LN871133		Cylindropuntia prolifera	R.T. Barcenas 1918							
	Cylindropuntia prolifera	trnK/matK	1140	3594	QMEX			FN997529			Cylindropuntia prolifera	R.T. Barcenas 1918							
	Cylindropuntia ramosissima	atpB-rbcL	1	806	QMEX				LN871087		Cylindropuntia ramosissima	R.T. Barcenas 1932							
	Cylindropuntia ramosissima	psbA-trnH	807	1139	QMEX				LN871134		Cylindropuntia ramosissima	R.T. Barcenas 1932							
	Cylindropuntia ramosissima	trnK/matK	1140	3594	QMEX			See matrix			Cylindropuntia ramosissima	R.T. Barcenas 1932							
	Cylindropuntia rosea	atpB-rbcL	1	806	MEXU				LN871088		Cylindropuntia rosea	R.T. Barcenas 41							
	Cylindropuntia rosea	psbA-trnH	807	1139	MEXU				LN871135		Cylindropuntia rosea	R.T. Barcenas 41							
	Cylindropuntia rosea	trnK/matK	1140	3594	MEXU			FN997543			Cylindropuntia rosea	R.T. Barcenas 41							
	Cylindropuntia sanfelipensis	atpB-rbcL	1	806	QMEX				LN871089		Cylindropuntia sanfelipensis	R.T. Barcenas 1921							
	Cylindropuntia sanfelipensis	psbA-trnH	807	1139	QMEX				LN871136		Cylindropuntia sanfelipensis	R.T. Barcenas 1921							
	Cylindropuntia sanfelipensis	trnK/matK	1140	3594	QMEX			FN997531			Cylindropuntia sanfelipensis	R.T. Barcenas 1921							
	Cylindropuntia santamaria	atpB-rbcL	1	806	MEXU				LN871090		Cylindropuntia santamaria	H.Sanchez M. 4395							
	Cylindropuntia santamaria	psbA-trnH	807	1139	MEXU				LN871137		Cylindropuntia santamaria	H.Sanchez M. 4395							
	Cylindropuntia santamaria	trnK/matK	1140	3594	MEXU			See matrix			Cylindropuntia santamaria	H.Sanchez M. 4395							
	Cylindropuntia tesajo	atpB-rbcL	1	806	QMEX				LN871092		Cylindropuntia tesajo	R.T. Barcenas 1900							
	Cylindropuntia tesajo	psbA-trnH	807	1139	QMEX				LN871139		Cylindropuntia tesajo	R.T. Barcenas 1900							
	Cylindropuntia tesajo	trnK/matK	1140	3594	QMEX			FN997526			Cylindropuntia tesajo	R.T. Barcenas 1900							
	Cylindropuntia thurberi	atpB-rbcL	1	806	MEXU				LN871094		Cylindropuntia thurberi	U. Eggli et al. 1957							
	Cylindropuntia thurberi	psbA-trnH	807	1139	MEXU				LN871141		Cylindropuntia thurberi	U. Eggli et al. 1957							
	Cylindropuntia thurberi	trnK/matK	1140	3594	MEXU			FN997222			Cylindropuntia thurberi	U. Eggli et al. 1957							
	Cylindropuntia tunicata	atpB-rbcL	1	806	QMEX				LN871095		Cylindropuntia tunicata	R.T. Barcenas 1649							
	Cylindropuntia tunicata	psbA-trnH	807	1139	QMEX				LN871142		Cylindropuntia tunicata	R.T. Barcenas 1649							
	Cylindropuntia tunicata	trnK/matK	1140	3594	QMEX			n/a			Cylindropuntia tunicata	R.T. Barcenas 1649							
	Cylindropuntia versicolor	atpB-rbcL	1	806	ZSS				LN871096		Cylindropuntia versicolor	living collection 961060							
	Cylindropuntia versicolor	psbA-trnH	807	1139	ZSS				LN871143		Cylindropuntia versicolor	living collection 961060							
	Cylindropuntia versicolor	trnK/matK	1140	3594	ZSS			FN997037			Cylindropuntia versicolor	living collection 961060							
	Cylindropuntia wolfii	atpB-rbcL	1	806	MEXU				LN871097		Cylindropuntia wolfii	Schmidt 40							
	Cylindropuntia wolfii	psbA-trnH	807	1139	MEXU				LN871144		Cylindropuntia wolfii	Schmidt 40							
	Cylindropuntia wolfii	trnK/matK	1140	3594	MEXU			FN997212			Cylindropuntia wolfii	Schmidt 40							
	Cylindropuntia x tetracantha	atpB-rbcL	1	806	MEXU				LN871093		Cylindropuntia x tetracantha	A. Flores 4510							
	Cylindropuntia x tetracantha	psbA-trnH	807	1139	MEXU				LN871140		Cylindropuntia x tetracantha	A. Flores 4510							
	Cylindropuntia x tetracantha	trnK/matK	1140	3594	MEXU			FN997072			Cylindropuntia x tetracantha	A. Flores 4510							
	Grusonia aggeria	atpB-rbcL	1	806	MEXU				LN871098		Grusonia aggeria	R.T. Barcenas 1557							
	Grusonia aggeria	psbA-trnH	807	1139	MEXU				LN871145		Grusonia aggeria	R.T. Barcenas 1557							
	Grusonia aggeria	trnK/matK	1140	3594	MEXU			See matrix			Grusonia aggeria	R.T. Barcenas 1557							
	Grusonia bradtiana	atpB-rbcL	1	806	MEXU				LN871099		Grusonia bradtiana	R.T. Barcenas 1554							
	Grusonia bradtiana	psbA-trnH	807	1139	MEXU				LN871146		Grusonia bradtiana	R.T. Barcenas 1554							
	Grusonia bradtiana	trnK/matK	1140	3594	MEXU			FN997451			Grusonia bradtiana	R.T. Barcenas 1554							
	Grusonia clavata	atpB-rbcL	1	806	RNG				LN871100		Grusonia clavata	Nursery Acquired Plant 3							
	Grusonia clavata	psbA-trnH	807	1139	RNG				LN871147		Grusonia clavata	Nursery Acquired Plant 3							
	Grusonia clavata	trnK/matK	1140	3594	RNG			See matrix			Grusonia clavata	Nursery Acquired Plant 3							
	Grusonia emoryi	atpB-rbcL	1	806	SRSC				LN871101		Grusonia emoryi	A.M. Powell 5996							
	Grusonia emoryi	psbA-trnH	807	1139	SRSC				LN871148		Grusonia emoryi	A.M. Powell 5996							
	Grusonia emoryi	trnK/matK	1140	3594	SRSC			See matrix			Grusonia emoryi	A.M. Powell 5996							
	Grusonia grahamii	atpB-rbcL	1	806	MEXU				LN871110		Grusonia grahamii	R.T. Barcenas 1548							
	Grusonia grahamii	psbA-trnH	807	1139	MEXU				LN871149		Grusonia grahamii	R.T. Barcenas 1548							
	Grusonia grahamii	trnK/matK	1140	3594	MEXU			FN997450			Grusonia grahamii	R.T. Barcenas 1548							
	Grusonia invicta	atpB-rbcL	1	806	MEXU				LN871111		Grusonia invicta	R.T. Barcenas 1534							
	Grusonia invicta	psbA-trnH	807	1139	MEXU				LN871150		Grusonia invicta	R.T. Barcenas 1534							
	Grusonia invicta	trnK/matK	1140	3594	MEXU			FN997447			Grusonia invicta	R.T. Barcenas 1534							
	Grusonia kunzei	atpB-rbcL	1	806	MEXU				LN871102		Grusonia kunzei	R.T. Barcenas 1576							
	Grusonia kunzei	psbA-trnH	807	1139	MEXU				LN871151		Grusonia kunzei	R.T. Barcenas 1576							
	Grusonia kunzei	trnK/matK	1140	3594	MEXU			FN997462			Grusonia kunzei	R.T. Barcenas 1576							
	Grusonia marenae	atpB-rbcL	1	806	MEXU				LN871103		Grusonia marenae	R.T. Barcenas 1567							
	Grusonia marenae	psbA-trnH	807	1139	MEXU				LN871152		Grusonia marenae	R.T. Barcenas 1567							
	Grusonia marenae	trnK/matK	1140	3594	MEXU			FN997458			Grusonia marenae	R.T. Barcenas 1567							
	Grusonia moelleri1	atpB-rbcL	1	806	MEXU				LN871104		Grusonia moelleri1	C. Gomez H. 1729							
	Grusonia moelleri1	psbA-trnH	807	1139	MEXU				LN871153		Grusonia moelleri2	C. Gomez H. 1729							
	Grusonia moelleri1	trnK/matK	1140	3594	MEXU			FN997102			Grusonia moelleri3	C. Gomez H. 1729							
	Grusonia moelleri2	atpB-rbcL	1	806	MEXU				LN871105		Grusonia moelleri2	R.T. Barcenas 1555							
	Grusonia moelleri2	psbA-trnH	807	1139	MEXU				LN871154		Grusonia moelleri3	R.T. Barcenas 1555							
	Grusonia moelleri2	trnK/matK	1140	3594	MEXU			See matrix			Grusonia moelleri4	R.T. Barcenas 1555							
	Grusonia parishii	atpB-rbcL	1	806	QMEX				LN871106		Grusonia parishii	Nursery Acquired Plant  10							
	Grusonia parishii	psbA-trnH	807	1139	QMEX				LN871155		Grusonia parishii	Nursery Acquired Plant  10							
	Grusonia parishii	trnK/matK	1140	3594	QMEX			FN997392			Grusonia parishii	Nursery Acquired Plant  10							
	Grusonia schottii	atpB-rbcL	1	806	QMEX				LN871108		Grusonia schottii	R.T. Barcenas 1690							
	Grusonia schottii	psbA-trnH	807	1139	QMEX				LN871157		Grusonia schottii	R.T. Barcenas 1690							
	Grusonia schottii	trnK/matK	1140	3594	QMEX			See matrix			Grusonia schottii	R.T. Barcenas 1690							
	Grusonia vilis	atpB-rbcL	1	806	MEXU				LN871109		Grusonia vilis	R.T. Barcenas 1529							
	Grusonia vilis	psbA-trnH	807	1139	MEXU				LN871158		Grusonia vilis	R.T. Barcenas 1529							
	Grusonia vilis	trnK/matK	1140	3594	MEXU			FN997445			Grusonia vilis	R.T. Barcenas 1529							
	Micropuntia pulchella	atpB-rbcL	1	806	ZSS				LN871107		Micropuntia pulchella	living collection 994243							
	Micropuntia pulchella	psbA-trnH	807	1139	ZSS				LN871156		Micropuntia pulchella	living collection 994243							
	Micropuntia pulchella	trnK/matK	1140	3594	ZSS			FN997044			Micropuntia pulchella	living collection 994243							
	Pereskia aculeata	atpB-rbcL	1	806	MEXU				LN871112		Pereskia aculeata	Machuca 7871							
	Pereskia aculeata	psbA-trnH	807	1139	MEXU				LN871159		Pereskia aculeata	Machuca 7871							
	Pereskia aculeata	trnK/matK	1140	3594	MEXU			FN997387			Pereskia aculeata	Machuca 7871							
	Pereskiopsis diguetii	atpB-rbcL	1	806	MEXU				LN871113		Pereskiopsis diguetii	H.M. Hernandez 2466							
	Pereskiopsis diguetii	psbA-trnH	807	1139	MEXU				LN871160		Pereskiopsis diguetii	H.M. Hernandez 2466							
	Pereskiopsis diguetii	trnK/matK	1140	3594	MEXU			FN997275			Pereskiopsis diguetii	H.M. Hernandez 2466							
	Pereskiopsis porteri	atpB-rbcL	1	806	MEXU				LN871114		Pereskiopsis porteri	S. Arias 1196							
	Pereskiopsis porteri	psbA-trnH	807	1139	MEXU				LN871161		Pereskiopsis porteri	S. Arias 1196							
	Pereskiopsis porteri	trnK/matK	1140	3594	MEXU			FN997052			Pereskiopsis porteri	S. Arias 1196							
	Portulaca oleracea	atpB-rbcL	1	806	QMEX				LN871115		Portulaca oleracea	R.T. Barcenas s/n							
	Portulaca oleracea	psbA-trnH	807	1139	QMEX				LN871162		Portulaca oleracea	R.T. Barcenas s/n							
	Portulaca oleracea	trnK/matK	1140	3594	QMEX			AY875349			Portulaca oleracea	R.T. Barcenas s/n							
	Quiabentia verticillata	atpB-rbcL	1	806	n/a				n/a		Quiabentia verticillata	n/a							
	Quiabentia verticillata	psbA-trnH	807	1139	n/a				AY875340		Quiabentia verticillata	n/a							
	Quiabentia verticillata	trnK/matK	1140	3594	n/a			HM041765			Quiabentia verticillata	n/a							
	Quiabentia zehntneri	atpB-rbcL	1	806	n/a				n/a		Quiabentia zehntneri	n/a							
	Quiabentia zehntneri	psbA-trnH	807	1139	n/a				AY875345		Quiabentia zehntneri	n/a							
	Quiabentia zehntneri	trnK/matK	1140	3594	n/a			AY875372			Quiabentia zehntneri	n/a							
																			
